airport_ident,length__meters,width__meters,le_ident,le_heading_degT,le_displaced_threshold__meters,he_ident,he_heading_degT,he_displaced_threshold__meters,le_latitude_deg,le_longitude_deg,he_latitude_deg,he_longitude_deg
KINL,1984,46,13,136,0,31,316,0,48.57279968261719,-93.4126968383789,48.560001373291016,-93.39399719238281
KINS,2744,46,08,92,0,26,272,0,36.58449935913086,-115.69599914550781,36.583499908447266,-115.66500091552734
KINT,2028,46,15,145,179,33,325,0,36.13880157470703,-80.22630310058594,36.1239013671875,-80.21320343017578
KINW,2286,46,04,58,0,22,238,383,35.01430130004883,-110.73799896240234,35.025001525878906,-110.71700286865234
KINW,2164,46,11,120,58,29,300,114,35.02909851074219,-110.72799682617188,35.019500732421875,-110.70700073242188
KIPT,1973,46,09,77,0,27,257,0,41.23870086669922,-76.93440246582031,41.242698669433594,-76.9114990234375
KIRK,1830,30,18,180,0,36,360,0,40.10070037841797,-92.54419708251953,40.08430099487305,-92.54440307617188
KISM,1829,30,15,148,152,33,328,0,28.296199798583984,-81.44170379638672,28.28219985961914,-81.43180084228516
KISN,2027,30,11,124,0,29,304,0,48.18410110473633,-103.65499877929688,48.17390060424805,-103.63200378417969
KISO,3505,46,05,41,165,23,221,0,35.31949996948242,-77.62149810791016,35.343299865722656,-77.59619903564453
KISP,2135,46,06,45,0,24,225,0,40.78860092163086,-73.11239624023438,40.80220031738281,-73.09459686279297
KITH,2012,46,14,134,0,32,314,0,42.49729919433594,-76.46730041503906,42.48469924926758,-76.44960021972656
KIWA,3109,46,12C,136,0,30C,316,0,33.31760025024414,-111.66600036621094,33.29759979248047,-111.64299774169922
KIWA,2835,46,12L,136,0,30R,316,0,33.31760025024414,-111.66100311279297,33.29930114746094,-111.63999938964844
KIWA,3170,46,12R,136,0,30L,316,0,33.31769943237305,-111.6729965209961,33.297298431396484,-111.64900207519531
KIWD,1982,40,09,90,0,27,270,0,46.5275993347168,-90.14430236816406,46.52750015258789,-90.11840057373047
KIXD,2237,58,18,180,0,36,360,0,38.839500427246094,-94.8916015625,38.819400787353516,-94.8916015625
KJAC,1920,46,01,20,0,19,200,0,43.59920120239258,-110.74199676513672,43.615501403808594,-110.73400115966797
KJAN,2591,46,16L,158,0,34R,338,0,32.32820129394531,-90.07769775390625,32.30649948120117,-90.06739807128906
KJAN,2591,46,16R,158,0,34L,338,0,32.315799713134766,-90.08439636230469,32.2942008972168,-90.0740966796875
KJAX,3048,46,08,71,0,26,251,0,30.496200561523438,-81.69999694824219,30.505399703979492,-81.66999816894531
KJAX,2347,46,14,131,0,32,311,0,30.49220085144043,-81.70079803466797,30.4783992767334,-81.68229675292969
KJBR,1890,46,05,50,0,23,230,0,35.828800201416016,-90.65119934082031,35.839698791503906,-90.63520050048828
KJEF,1829,30,12,123,0,30,303,0,38.595699310302734,-92.16380310058594,38.58689880371094,-92.14610290527344
KJFK,3682,61,04L,31,0,22R,211,822,40.62200164794922,-73.78559875488281,40.648799896240234,-73.76470184326172
KJFK,2560,61,04R,31,0,22L,211,0,40.62540054321289,-73.77030181884766,40.645198822021484,-73.75489807128906
KJFK,3048,61,13L,121,276,31R,301,314,40.657798767089844,-73.79019927978516,40.643699645996094,-73.7593002319336
KJFK,4423,61,13R,121,623,31L,301,995,40.648399353027344,-73.81670379638672,40.627899169921875,-73.77159881591797
KJKA,2122,30,09,90,141,27,270,0,30.290300369262695,-87.6801986694336,30.290300369262695,-87.658203125
KJLN,1982,46,13,138,118,31,318,91,37.157798767089844,-94.5073013305664,37.144500732421875,-94.49240112304688
KJLN,1981,30,18,182,0,36,2,0,37.164100646972656,-94.49739837646484,37.14619827270508,-94.49819946289062
KJMS,1981,30,13,135,0,31,315,0,46.935699462890625,-98.68710327148438,46.923099517822266,-98.6686019897461
KJQF,2256,30,02,10,0,20,190,199,35.37779998779297,-80.7114028930664,35.39780044555664,-80.70690155029297
KJST,2135,46,15,144,0,33,324,0,40.323699951171875,-78.84220123291016,40.308101654052734,-78.82749938964844
KJVL,2042,46,04,41,0,22,221,0,42.61180114746094,-89.04979705810547,42.6255989074707,-89.0333023071289
KJVL,2225,46,14,134,0,32,314,0,42.62810134887695,-89.0551986694336,42.61429977416992,-89.0354995727539
KJYR,1798,30,17,174,243,35,354,122,40.90480041503906,-97.6238021850586,40.88869857788086,-97.6218032836914
KK02,2134,30,02,17,0,20,197,0,37.859500885009766,-89.8656997680664,37.87779998779297,-89.8584976196289
KLAA,1921,30,18,190,0,36,10,0,38.07490158081055,-102.69000244140625,38.05780029296875,-102.69300079345703
KLAF,2012,46,10,100,0,28,280,0,40.41400146484375,-86.95089721679688,40.41109848022461,-86.92749786376953
KLAL,2591,46,10,90,0,28,270,0,27.989200592041016,-82.03389739990234,27.989299774169922,-82.00749969482422
KLAN,2210,46,10R,91,0,28L,271,0,42.7781982421875,-84.6010971069336,42.77799987792969,-84.5740966796875
KLAR,2591,46,03,46,0,21,226,0,41.30270004272461,-105.68699645996094,41.319000244140625,-105.66500091552734
KLAR,1920,30,12,135,0,30,315,0,41.319698333740234,-105.68099975585938,41.30759811401367,-105.66500091552734
KLAS,2740,46,01L,25,179,19R,205,0,36.07529830932617,-115.16999816894531,36.09769821166992,-115.15799713134766
KLAS,2978,46,01R,25,150,19L,205,268,-1.0,-1.0,-1.0,-1.0
KLAS,4424,46,08L,90,652,26R,270,426,-1.0,-1.0,-1.0,-1.0
KLAS,3208,46,08R,90,0,26L,270,0,36.07360076904297,-115.16100311279297,36.073699951171875,-115.1259994506836
KLAW,2621,46,17,177,0,35,357,0,34.5786018371582,-98.41719818115234,34.55500030517578,-98.41560363769531
KLAX,2720,46,06L,83,0,24R,263,0,33.949100494384766,-118.43099975585938,33.95209884643555,-118.4020004272461
KLAX,3135,46,06R,83,101,24L,263,0,33.94670104980469,-118.43499755859375,33.950199127197266,-118.4020004272461
KLAX,3685,46,07L,83,0,25R,263,292,33.93579864501953,-118.41899871826172,33.93989944458008,-118.37999725341797
KLAX,3382,61,07R,83,0,25L,263,0,33.933799743652344,-118.41899871826172,33.9375,-118.38300323486328
KLBB,2439,46,08,90,61,26,270,0,33.662200927734375,-101.8290023803711,33.66230010986328,-101.8030014038086
KLBB,3505,46,17R,180,0,35L,360,0,33.68239974975586,-101.8290023803711,33.65079879760742,-101.8290023803711
KLBE,2134,30,05,46,0,23,226,0,40.26810073852539,-79.41699981689453,40.28160095214844,-79.39900207519531
KLBF,2438,46,12,126,0,30,306,0,41.132198333740234,-100.69000244140625,41.11940002441406,-100.66699981689453
KLBL,2166,46,17,180,0,35,360,0,37.05390167236328,-100.95600128173828,37.034400939941406,-100.95600128173828
KLBX,2134,30,17,180,0,35,360,0,29.11829948425293,-95.46209716796875,29.099000930786133,-95.46209716796875
KLCH,1981,46,15,155,0,33,335,0,30.128700256347656,-93.22789764404297,30.112600326538086,-93.21910095214844
KLCK,3638,46,05L,45,280,23R,225,306,39.80329895019531,-82.94409942626953,39.82640075683594,-82.91390228271484
KLCK,3689,61,05R,45,0,23L,225,0,39.80110168457031,-82.94200134277344,39.82440185546875,-82.9113998413086
KLCQ,2439,46,10,97,0,28,277,0,30.184099197387695,-82.59010314941406,30.181400299072266,-82.56500244140625
KLEX,2135,46,04,42,0,22,222,14,38.0276985168457,-84.61509704589844,38.04209899902344,-84.5989990234375
KLFI,3048,46,08,68,0,26,248,0,37.077598571777344,-76.37640380859375,37.08810043334961,-76.3447036743164
KLFT,2332,46,04R,39,0,22L,219,0,30.196500778198242,-91.9927978515625,30.212900161743164,-91.97769927978516
KLGA,2134,46,04,32,0,22,212,0,40.76919937133789,-73.88410186767578,40.785400390625,-73.87069702148438
KLGA,2134,46,13,122,0,31,302,0,40.78229904174805,-73.87850189208984,40.772098541259766,-73.85710144042969
KLGB,1887,46,08L,90,398,26R,270,162,33.822751,-118.159239,33.822705,-118.144923
KLGB,3048,61,12,135,411,30,315,610,33.823592,-118.158391,33.810756,-118.142843
KLGF,1865,46,18,191,0,36,11,0,32.87540054321289,-114.39299774169922,32.85900115966797,-114.39700317382812
KLGU,2746,30,17,183,0,35,3,0,41.80580139160156,-111.8479995727539,41.78089904785156,-111.8489990234375
KLHM,1829,30,15,165,0,33,345,0,38.91709899902344,-121.35399627685547,38.90119934082031,-121.3489990234375
KLIT,2522,46,04L,47,91,22R,227,0,34.72249984741211,-92.23799896240234,34.73820114135742,-92.21800231933594
KLIT,2515,46,04R,47,320,22L,227,0,34.719398498535156,-92.22119903564453,34.73500061035156,-92.20130157470703
KLIT,1897,46,18,182,0,36,2,50,34.73978042602539,-92.23811340332031,34.72269058227539,-92.23863983154297
KLKR,1830,30,06,58,0,24,238,201,34.71860122680664,-80.86309814453125,34.72719955444336,-80.84609985351562
KLMT,3140,46,14,158,0,32,338,0,42.1692008972168,-121.73999786376953,42.143001556396484,-121.72599792480469
KLNK,2636,46,14,145,111,32,325,143,40.8672981262207,-96.76969909667969,40.847900390625,-96.75180053710938
KLNK,3932,61,18,180,0,36,360,0,40.862998962402344,-96.76170349121094,40.827598571777344,-96.76190185546875
KLNS,2113,46,08,68,61,26,248,140,40.11989974975586,-76.3041000366211,40.12710189819336,-76.28109741210938
KLRD,2510,46,17L,183,0,35R,3,0,27.556400299072266,-99.45929718017578,27.533700942993164,-99.46050262451172
KLRD,2387,46,17R,183,0,35L,3,0,27.554000854492188,-99.4625015258789,27.532499313354492,-99.4636001586914
KLRF,3658,61,07,71,0,25,251,0,34.911399841308594,-92.16549682617188,34.92210006713867,-92.12760162353516
KLRU,1850,30,08,90,0,26,270,0,32.28499984741211,-106.93199920654297,32.28499984741211,-106.91300201416016
KLRU,2286,30,12,135,0,30,315,0,32.299198150634766,-106.93000030517578,32.28459930419922,-106.91300201416016
KLSE,1844,46,13,134,0,31,314,229,43.88479995727539,-91.26490020751953,43.873199462890625,-91.24849700927734
KLSE,2602,46,18,179,0,36,359,282,43.8931999206543,-91.25890350341797,43.86980056762695,-91.25859832763672
KLSF,3048,46,15,145,0,33,325,213,32.34299850463867,-84.99649810791016,32.32059860229492,-84.97779846191406
KLSV,3085,61,03L,41,0,21R,221,0,36.22669982910156,-115.0469970703125,36.24760055541992,-115.02400207519531
KLSV,3065,46,03R,41,0,21L,221,0,36.22489929199219,-115.04399871826172,36.245601654052734,-115.02200317382812
KLTS,2743,46,17L,180,0,35R,360,0,34.682498931884766,-99.25959777832031,34.657798767089844,-99.2594985961914
KLTS,4097,46,17R,180,0,35L,360,0,34.682498931884766,-99.2738037109375,34.64550018310547,-99.2738037109375
KLUF,3052,46,03L,43,0,21R,223,0,33.52299880981445,-112.39900207519531,33.5432014465332,-112.3759994506836
KLUF,3019,46,03R,43,0,21L,223,0,33.526798248291016,-112.38999938964844,33.54690170288086,-112.36799621582031
KLUK,1860,46,03R,21,0,21L,201,0,39.09270095825195,-84.41950225830078,39.1083984375,-84.41179656982422
KLWB,2135,46,04,35,0,22,215,0,37.85049819946289,-80.40650177001953,37.8661994934082,-80.39250183105469
KLWS,1985,46,08,99,0,26,279,0,46.37379837036133,-117.02799987792969,46.37099838256836,-117.00199890136719
KLWT,1859,30,08,90,0,26,27,0,47.053001403808594,-109.47000122070312,47.053001403808594,-109.44499969482422
KLYH,1768,46,04,28,0,22,208,0,37.317901611328125,-79.20590209960938,37.332000732421875,-79.19660186767578
KLZU,1829,30,07,64,0,25,244,0,33.97439956665039,-83.97119903564453,33.9817008972168,-83.95349884033203
KMAF,2530,46,10,114,0,28,294,211,31.947599411010742,-102.21600341796875,31.938499450683594,-102.19200134277344
KMAF,2896,46,16R,175,0,34L,355,0,31.959400177001953,-102.20600128173828,31.933399200439453,-102.2030029296875
KMBS,2439,46,05,46,0,23,226,0,43.526798248291016,-84.08920288085938,43.542198181152344,-84.06759643554688
KMBS,1951,46,14,136,0,32,316,0,43.537200927734375,-84.0895004272461,43.52470016479492,-84.07260131835938
KMCC,3231,61,16,180,0,34,360,0,38.68220138549805,-121.4010009765625,38.653099060058594,-121.4010009765625
KMCE,1799,46,12,139,0,30,319,0,37.29079818725586,-120.52100372314453,37.27870178222656,-120.50700378417969
KMCF,3481,46,04,40,0,22,220,0,27.837400436401367,-82.53269958496094,27.861299514770508,-82.50969696044922
KMCI,3292,46,01L,13,0,19R,193,0,39.29330062866211,-94.72930145263672,39.322200775146484,-94.7208023071289
KMCI,2896,46,01R,13,0,19L,193,0,39.28150177001953,-94.70899963378906,39.30690002441406,-94.70149993896484
KMCI,2896,46,09,96,0,27,276,0,39.29090118408203,-94.72660064697266,39.28810119628906,-94.69319915771484
KMCK,1966,30,12,132,0,30,312,229,40.212501525878906,-100.5989990234375,40.200801849365234,-100.58200073242188
KMCN,1982,46,05,48,0,23,228,0,32.68600082397461,-83.66059875488281,32.698001861572266,-83.6448974609375
KMCO,2743,46,17L,180,0,35R,360,0,28.443700790405273,-81.28260040283203,28.418899536132812,-81.28230285644531
KMCO,3048,46,17R,179,0,35L,359,0,28.43560028076172,-81.2958984375,28.408100128173828,-81.29560089111328
KMCO,3659,61,18L,179,0,36R,359,0,28.448299407958984,-81.32230377197266,28.415300369262695,-81.3219985961914
KMCO,3659,61,18R,179,0,36L,359,0,28.448299407958984,-81.3270034790039,28.415300369262695,-81.32659912109375
KMCW,1982,46,18,180,0,36,360,0,43.16859817504883,-93.32769775390625,43.15079879760742,-93.32769775390625
KMDH,1983,30,18L,181,0,36R,1,0,37.79050064086914,-89.2479019165039,37.772701263427734,-89.24839782714844
KMDT,3048,61,13,117,303,31,297,303,40.19940185546875,-76.77860260009766,40.1870002746582,-76.74659729003906
KMDW,1965,46,04R,43,158,22L,223,193,41.77920150756836,-87.7593002319336,41.79199981689453,-87.74310302734375
KMDW,1988,46,13C,134,141,31C,314,212,41.79159927368164,-87.76110076904297,41.77920150756836,-87.74369812011719
KMEB,1978,46,05,46,0,23,226,0,34.790401458740234,-79.37200164794922,34.802799224853516,-79.35649871826172
KMEI,3049,46,01,9,305,19,189,305,32.31769943237305,-88.75640106201172,32.34479904174805,-88.7511978149414
KMEM,2727,46,09,92,0,27,272,0,35.05860137939453,-89.98570251464844,35.05780029296875,-89.95590209960938
KMEM,3389,46,18C,179,0,36C,359,0,35.05459976196289,-89.9761962890625,35.02410125732422,-89.97550201416016
KMEM,2743,46,18L,179,0,36R,359,0,35.04880142211914,-89.9729995727539,35.02410125732422,-89.97239685058594
KMEM,2841,46,18R,179,0,36L,359,0,35.04949951171875,-89.98739624023438,35.02389907836914,-89.98690032958984
KMER,3597,46,13,141,0,31,321,0,37.39310073852539,-120.58100128173828,37.36790084838867,-120.55500030517578
KMEV,2256,30,16,180,0,34,360,0,39.01150131225586,-119.75199890136719,38.9911994934082,-119.75199890136719
KMEZ,1829,30,09,91,0,27,271,0,34.542999267578125,-94.20809936523438,34.54240036010742,-94.18820190429688
KMFD,2071,46,05,47,0,23,227,0,40.811500549316406,-82.5248031616211,40.82429885864258,-82.50689697265625
KMFD,2744,46,14,137,0,32,317,0,40.833099365234375,-82.5282974243164,40.814998626708984,-82.506103515625
KMFE,2170,46,13,141,42,31,321,0,26.182899475097656,-98.24629974365234,26.167800903320312,-98.23249816894531
KMFR,2682,46,14,159,0,32,339,0,42.386199951171875,-122.87899780273438,42.36370086669922,-122.86699676513672
KMGE,3048,91,11,106,0,29,286,0,33.91910171508789,-84.5322036743164,33.911399841308594,-84.50050354003906
KMGM,2746,46,10,96,0,28,276,0,32.302398681640625,-86.41000366210938,32.299800872802734,-86.38099670410156
KMHE,2042,30,12,134,0,30,314,0,43.78089904785156,-98.05149841308594,43.76810073852539,-98.03340148925781
KMHK,2134,46,03,40,0,21,220,0,39.13240051269531,-96.6792984008789,39.147098541259766,-96.66349792480469
KMHR,3445,46,04R,54,0,22L,234,0,38.544700622558594,-121.31400299072266,38.5630989074707,-121.28199768066406
KMHT,2088,46,06,42,0,24,222,0,42.92890167236328,-71.44830322265625,42.94279861450195,-71.43099975585938
KMHT,2819,46,17,157,102,35,337,259,42.94179916381836,-71.4395980834961,42.91849899291992,-71.42579650878906
KMHV,2149,30,08,90,0,26,270,0,35.059200286865234,-118.16600036621094,35.059200286865234,-118.14299774169922
KMHV,2896,61,12,135,0,30,315,0,35.06719970703125,-118.15799713134766,35.04869842529297,-118.13600158691406
KMIA,2621,46,08L,87,0,26R,267,0,25.802900314331055,-80.30149841308594,25.804000854492188,-80.27539825439453
KMIA,3202,61,08R,87,0,26L,267,0,25.80069923400879,-80.30139923095703,25.802000045776367,-80.26950073242188
KMIA,3962,46,09,87,411,27,267,387,25.786100387573242,-80.3147964477539,25.787700653076172,-80.27539825439453
KMIA,2851,46,12,119,0,30,299,286,25.799299240112305,-80.30229949951172,25.78660011291504,-80.27749633789062
KMIB,4022,91,11,125,0,29,305,0,48.42620086669922,-101.37999725341797,48.405399322509766,-101.33599853515625
KMIE,1981,46,14,136,0,32,316,0,40.24869918823242,-85.40589904785156,40.235801696777344,-85.38980102539062
KMIV,1829,46,10,90,0,28,270,0,39.367000579833984,-75.0823974609375,39.367000579833984,-75.06120300292969
KMJX,1813,30,06,50,0,24,230,0,39.92219924926758,-74.30049896240234,39.93280029296875,-74.2843017578125
KMKC,2134,46,01,13,0,19,193,61,39.1150016784668,-94.59529876708984,39.13370132446289,-94.58989715576172
KMKE,2954,61,01L,7,0,19R,187,239,42.93130111694336,-87.89749908447266,42.957698822021484,-87.89299774169922
KMKE,2442,46,07R,72,0,25L,252,208,42.93949890136719,-87.91580200195312,42.94649887084961,-87.88739776611328
KMKE,1789,46,13,132,226,31,312,163,42.958099365234375,-87.90339660644531,42.94729995727539,-87.88719940185547
KMKG,1982,46,06,56,0,24,236,0,43.161598205566406,-86.25090026855469,43.17150115966797,-86.23059844970703
KMKL,1831,46,02,22,0,20,202,0,35.59049987792969,-88.9197006225586,35.6057014465332,-88.91210174560547
KMKO,2195,46,13,137,0,31,317,0,35.660701751708984,-95.36669921875,35.646400451660156,-95.3499984741211
KMLB,1829,46,09L,87,0,27R,267,0,28.10540008544922,-80.65989685058594,28.106300354003906,-80.64129638671875
KMLB,3103,46,09R,87,0,27L,267,213,28.101299285888672,-80.66110229492188,28.102800369262695,-80.62960052490234
KMLI,3049,46,09,91,0,27,271,0,41.449100494384766,-90.5270004272461,41.44860076904297,-90.4906005859375
KMLI,2134,46,13,128,0,31,308,68,41.45500183105469,-90.5154037475586,41.44300079345703,-90.49520111083984
KMLU,2288,46,04,45,0,22,225,0,32.503700256347656,-92.04550170898438,32.5182991027832,-92.0282974243164
KMMH,2134,30,09,109,0,27,289,0,37.627201080322266,-118.8499984741211,37.62089920043945,-118.8270034790039
KMMT,2748,46,14,134,0,32,314,0,33.927398681640625,-80.8113021850586,33.91019821166992,-80.78990173339844
KMMU,1828,46,05,36,0,23,216,0,40.79309844970703,-74.41919708251953,40.806400299072266,-74.40650177001953
KMNM,1829,30,03,31,0,21,211,0,45.123199462890625,-87.64440155029297,45.137298583984375,-87.63249969482422
KMOB,2597,46,14,144,0,32,324,0,30.702299118041992,-88.25399780273438,30.683300018310547,-88.23809814453125
KMOD,1802,46,10L,124,0,28R,304,0,37.62969970703125,-120.95999908447266,37.620601654052734,-120.94300079345703
KMOT,1935,30,08,90,119,26,270,0,48.257999420166016,-101.29100036621094,48.257999420166016,-101.26499938964844
KMOT,2347,46,13,138,0,31,318,0,48.26530075073242,-101.28900146484375,48.2495002746582,-101.26799774169922
KMQY,2449,46,14,139,0,32,319,0,36.017799377441406,-86.52870178222656,36.0010986328125,-86.51090240478516
KMRB,2926,46,08,71,122,26,251,427,39.39836120605469,-77.99771118164062,39.405460357666016,-77.97164916992188
KMRC,1830,30,06,54,0,24,234,0,35.55030059814453,-87.18710327148438,35.56010055541992,-87.1708984375
KMRY,2321,46,10R,113,0,28L,293,305,36.59120178222656,-121.85700225830078,36.583099365234375,-121.83300018310547
KMSL,2040,46,11,114,0,29,294,0,34.749000549316406,-87.61699676513672,34.74150085449219,-87.5967025756836
KMSN,2195,46,03,29,131,21,209,0,43.133201599121094,-89.341796875,43.1505012512207,-89.32869720458984
KMSN,1782,46,14,137,0,32,317,0,43.14789962768555,-89.34159851074219,43.13629913330078,-89.32649993896484
KMSN,2745,46,18,182,122,36,2,301,43.14910125732422,-89.34100341796875,43.1244010925293,-89.34220123291016
KMSO,2896,46,11,130,0,29,310,0,46.924800872802734,-114.10700225830078,46.907901763916016,-114.0780029296875
KMSP,3355,46,04,45,472,22,225,301,44.87229919433594,-93.23829650878906,44.89360046386719,-93.20829772949219
KMSP,2438,46,12L,121,0,30R,301,0,44.89289855957031,-93.22100067138672,44.88130187988281,-93.19400024414062
KMSP,3048,61,12R,121,0,30L,301,0,44.88779830932617,-93.23410034179688,44.87350082397461,-93.20120239257812
KMSP,2438,46,17,170,0,35,350,0,44.88779830932617,-93.24220275878906,44.8661994934082,-93.23660278320312
KMSV,1920,46,15,143,91,33,323,91,41.708499908447266,-74.802001953125,41.694801330566406,-74.78810119628906
KMSY,2134,46,02,15,0,20,195,0,29.984500885009766,-90.25140380859375,30.00309944152832,-90.24549865722656
KMSY,3080,46,11,106,0,29,286,93,29.996599197387695,-90.28170013427734,29.989200592041016,-90.2509994506836
KMTC,2743,46,01,2,0,19,182,0,42.60150146484375,-82.8373031616211,42.62620162963867,-82.83650207519531
KMTJ,2286,30,13,139,0,31,319,0,38.50920104980469,-107.90499877929688,38.49359893798828,-107.88800048828125
KMTJ,3048,46,17,180,0,35,360,0,38.52980041503906,-107.89299774169922,38.50239944458008,-107.89299774169922
KMTN,2132,55,15,135,0,33,315,0,39.33250045776367,-76.42250061035156,39.31880187988281,-76.40509796142578
KMTO,1768,30,06,60,0,24,240,0,39.474098205566406,-88.28829956054688,39.48210144042969,-88.27050018310547
KMTO,1982,46,11,113,0,29,293,0,39.481300354003906,-88.28970336914062,39.474300384521484,-88.26850128173828
KMUO,4115,61,12,135,0,30,315,0,43.05659866333008,-115.88999938964844,43.030399322509766,-115.8550033569336
