airport_ident,length__meters,width__meters,le_ident,le_heading_degT,le_displaced_threshold__meters,he_ident,he_heading_degT,he_displaced_threshold__meters,le_latitude_deg,le_longitude_deg,he_latitude_deg,he_longitude_deg
LERT,3690,61,10,97,0,28,277,0,36.64720153808594,-6.369959831237793,36.6431999206543,-6.328999996185303
LESA,2500,60,03,28,0,21,208,0,40.94200134277344,-5.509039878845215,40.96200180053711,-5.495059967041016
LEST,3200,45,17,166,120,35,346,0,42.911800384521484,-8.420430183410645,42.8838005065918,-8.41094970703125
LETL,2825,45,18,-1,0,36,-1,0,-1.0,-1.0,-1.0,-1.0
LETO,3658,66,04,43,0,22,223,0,40.484798431396484,-3.460700035095215,40.50870132446289,-3.431040048599243
LEVC,2700,45,12,116,0,30,296,0,39.49440002441406,-0.4948970079421997,39.48360061645508,-0.46660301089286804
LEVD,3000,60,05,45,0,23,225,0,41.69702911376953,-4.864785194396973,41.71601867675781,-4.839037895202637
LEVT,3500,45,04,36,0,22,216,0,42.87009811401367,-2.737030029296875,42.895599365234375,-2.7118899822235107
LEVX,2400,45,01,11,0,19,191,0,42.22129821777344,-8.629659652709961,42.24250030517578,-8.623889923095703
LEXJ,2320,45,11,110,0,29,290,0,43.43080139160156,-3.8339200019836426,43.42359924316406,-3.8070199489593506
LEZG,3000,45,12L,120,0,30R,300,0,41.66910171508789,-1.039829969406128,41.655399322509766,-1.0083199739456177
LEZG,3718,45,12R,120,0,30L,300,0,41.680198669433594,-1.0823700428009033,41.66350173950195,-1.0437099933624268
LEZL,3362,45,09,90,0,27,270,0,37.41790008544922,-5.912079811096191,37.417999267578125,-5.874100208282471
LFAQ,2200,45,09,90,190,27,270,250,49.969329833984375,2.6786699295043945,49.97100067138672,2.7093300819396973
LFAT,1850,40,13,133,0,31,313,150,50.52399826049805,1.612470030784607,50.51250076293945,1.6313899755477905
LFBC,2408,45,06,57,0,24,237,0,44.52799987792969,-1.138010025024414,44.540000915527344,-1.1127300262451172
LFBD,3100,45,05,46,0,23,226,0,44.81909942626953,-0.7289829850196838,44.83869934082031,-0.7009999752044678
LFBD,2415,45,11,107,0,29,287,0,44.831600189208984,-0.7292420268058777,44.825401306152344,-0.6998969912528992
LFBE,2205,45,09,94,209,27,274,245,44.825298,0.50495,44.823799,0.532603
LFBF,1800,45,12,115,0,30,295,0,43.54909896850586,1.357200026512146,43.542301177978516,1.3774100542068481
LFBG,2423,45,05,50,138,23,230,140,45.64841079711914,-0.3243809938430786,45.66251754760742,-0.3006860017776489
LFBG,1814,60,08,84,86,26,264,112,45.661861419677734,-0.3241580128669739,45.66366195678711,-0.3010079860687256
LFBH,2255,45,09,93,315,27,273,467,46.1796989440918,-1.2110099792480469,46.17879867553711,-1.1818100214004517
LFBI,2350,45,03,32,0,21,212,0,46.5796012878418,0.30011698603630066,46.597900390625,0.315760999917984
LFBK,1900,45,17,167,0,35,347,0,46.23099899291992,2.3612499237060547,46.214298248291016,2.3666698932647705
LFBL,2500,45,03,34,0,21,214,60,45.852500915527344,1.1725399494171143,45.871299743652344,1.1901999711990356
LFBM,3603,45,09,87,0,27,267,111,43.910701751708984,-0.5317779779434204,43.91230010986328,-0.48696398735046387
LFBO,3000,45,14L,143,0,32R,323,0,43.63740158081055,1.3576200008392334,43.6156005859375,1.3802200555801392
LFBO,3500,45,14R,143,0,32L,323,0,43.644100189208984,1.3459299802780151,43.61899948120117,1.3720999956130981
LFBP,2500,45,13,125,0,31,305,0,43.387699127197266,-0.4332610070705414,43.3745002746582,-0.40824198722839355
LFBT,3000,45,02,20,670,20,200,0,43.16600036621094,-0.012749999761581421,43.19129943847656,6.900000153109431e-05
LFBU,1810,45,10,97,0,28,277,0,45.730499267578125,0.20713099837303162,45.72850036621094,0.23021399974822998
LFBZ,2250,45,09,89,200,27,269,0,43.46820068359375,-1.5372300148010254,43.46849822998047,-1.5094200372695923
LFCR,2040,45,13,130,0,31,310,50,44.413700103759766,2.4726600646972656,44.402099609375,2.4926400184631348
LFDN,2280,45,12,123,0,30,303,0,45.89619827270508,-0.9972609877586365,45.885101318359375,-0.9725189805030823
LFGJ,2231,45,05,55,0,23,235,0,47.03310012817383,5.415339946746826,47.0447998046875,5.439189910888672
LFJL,2500,45,04,39,0,22,219,0,48.9734001159668,6.240540027618408,48.99079895019531,6.2621002197265625
LFJR,1800,45,08,80,0,26,260,150,47.55889892578125,-0.3246749937534332,47.56159973144531,-0.3009580075740814
LFJY,2400,45,05,50,0,23,230,0,49.01860046386719,5.863420009613037,49.03229904174805,5.8887200355529785
LFKB,2519,45,16,163,0,34,343,0,42.563499450683594,9.4791898727417,42.54180145263672,9.488269805908203
LFKC,2310,40,18,179,0,36,359,200,42.541099548339844,8.792920112609863,42.520301818847656,8.793339729309082
LFKF,2480,45,05,48,0,23,228,0,41.49470138549805,9.086009979248047,41.50979995727539,9.107930183410645
LFKJ,2407,45,02,25,0,20,205,227,41.911598205566406,8.795419692993164,41.93130111694336,8.807689666748047
LFKS,2627,45,18,179,0,36,359,0,41.93619918823242,9.405059814453125,41.912601470947266,9.4056396484375
LFLB,2020,45,18,176,230,36,356,140,45.647098541259766,5.879479885101318,45.62900161743164,5.880959987640381
LFLC,3013,45,08,82,0,26,262,145,45.7848014831543,3.150820016860962,45.78860092163086,3.189160108566284
LFLL,2670,45,17L,175,0,35R,355,0,45.734901428222656,5.091869831085205,45.71099853515625,5.094779968261719
LFLL,4000,45,17R,175,0,35L,355,0,45.74660110473633,5.085939884185791,45.71070098876953,5.0903000831604
LFLN,2030,45,15L,148,0,33R,328,0,46.422000885009766,4.007120132446289,46.40650177001953,4.021100044250488
LFLS,3050,45,09,90,0,27,270,0,45.362998962402344,5.309909820556641,45.36289978027344,5.348840236663818
LFLU,2100,45,01,7,255,19,187,125,44.912200927734375,4.968100070953369,44.930999755859375,4.971700191497803
LFLV,2200,45,01,8,0,19,188,0,46.1599006652832,3.4017200469970703,46.179500579833984,3.405750036239624
LFLX,3500,45,03,33,0,21,213,0,46.85060119628906,1.7191699743270874,46.87689971923828,1.7441699504852295
LFLY,1820,45,16,163,300,34,343,300,45.73500061035156,4.940929889678955,45.71929931640625,4.947609901428223
LFMH,2300,45,17,175,300,35,355,170,45.55120086669922,4.295139789581299,45.53049850463867,4.297760009765625
LFMI,3750,60,15,153,0,33,333,0,43.53779983520508,4.913300037384033,43.5078010559082,4.934619903564453
LFMK,2050,45,09,97,100,27,277,151,43.217098,2.29317,43.215,2.31823
LFML,3500,45,13L,134,340,31R,314,660,43.449100494384766,5.197309970855713,43.42729949951172,5.22845983505249
LFML,2370,45,13R,134,0,31L,314,105,43.44129943847656,5.203020095825195,43.425899505615234,5.2243499755859375
LFMN,2628,45,04L,45,0,22R,225,175,43.651798248291016,7.204040050506592,43.669498443603516,7.228509902954102
LFMN,2963,45,04R,45,0,22L,225,0,43.64670181274414,7.202489852905273,43.66559982299805,7.228439807891846
LFMO,2411,60,15,144,0,33,324,0,44.14889907836914,4.859739780426025,44.13130187988281,4.877359867095947
LFMP,2500,45,15,148,0,33,328,170,42.75410079956055,2.8617100715637207,42.73500061035156,2.8777499198913574
LFMT,2600,50,12L,124,0,30R,304,0,43.58610153198242,3.9557299613952637,43.57279968261719,3.982219934463501
LFMV,1880,45,17,169,200,35,349,310,43.91559982299805,4.89955997467041,43.89899826049805,4.904079914093018
LFMY,2001,45,16,160,0,34,340,0,43.615699768066406,5.104410171508789,43.59880065917969,5.113039970397949
LFOA,3503,45,06,60,0,24,240,0,47.04790115356445,2.611769914627075,47.063499450683594,2.6518399715423584
LFOB,2430,45,12,125,0,30,305,0,49.45830154418945,2.1038498878479004,49.44620132446289,2.131740093231201
LFOC,2302,45,10,98,0,28,278,0,48.059600830078125,1.361340045928955,48.05670166015625,1.3919099569320679
LFOE,2995,45,04,40,0,22,220,0,49.0182991027832,1.2067099809646606,49.03900146484375,1.2330199480056763
LFOH,2300,40,05,44,0,23,224,0,49.5265007019043,0.07758600264787674,49.54159927368164,0.09932500123977661
LFOJ,2404,45,07,69,0,25,249,0,47.9838981628418,1.7455600500106812,47.99150085449219,1.775689959526062
LFOK,3860,45,10,102,110,28,282,110,48.779598236083984,4.15841007232666,48.77280044555664,4.209929943084717
LFOT,2404,45,02,15,0,20,195,0,47.42179870605469,0.7234079837799072,47.44269943237305,0.7318000197410583
LFPB,2395,45,03,26,0,21,206,0,48.948699951171875,2.4268600940704346,48.97050094604492,2.442150115966797
LFPB,2991,45,07,69,300,25,249,900,48.96379852294922,2.420289993286133,48.9739990234375,2.458250045776367
LFPB,1847,45,09,86,0,27,266,0,48.96369934082031,2.4203999042510986,48.9650993347168,2.4456300735473633
LFPC,2399,50,07,65,199,25,245,0,49.249000549316406,2.5041699409484863,49.25809860229492,2.534090042114258
LFPG,4215,45,08L,85,0,26R,265,600,48.99570083618164,2.5527400970458984,48.99879837036133,2.610179901123047
LFPG,2700,60,08R,85,0,26L,265,0,48.99290084838867,2.565659999847412,48.99489974975586,2.6024301052093506
LFPG,2700,60,09L,85,0,27R,265,0,49.02470016479492,2.5248899459838867,49.02669906616211,2.561690092086792
LFPG,4200,45,09R,86,0,27L,266,600,49.020599365234375,2.5130600929260254,49.02370071411133,2.5702900886535645
LFPM,1975,45,10,103,0,28,283,85,48.60649871826172,2.663290023803711,48.602298736572266,2.6892900466918945
LFPO,2400,60,02,18,0,20,198,0,48.717498779296875,2.376699924468994,48.737998962402344,2.386970043182373
LFPO,3650,45,06,62,300,24,242,0,48.720001220703125,2.316920042037964,48.73550033569336,2.360680103302002
LFPO,3320,45,07,74,0,25,254,435,48.719398498535156,2.3585898876190186,48.72740173339844,2.4020700454711914
LFPV,1813,45,09,88,0,27,268,0,48.77410125732422,2.1892800331115723,48.774600982666016,2.2139298915863037
LFQE,2400,45,01,14,0,19,194,0,49.216400146484375,5.66834020614624,49.23740005493164,5.676070213317871
LFQI,2519,50,10,94,0,28,274,0,50.222599029541016,3.1366400718688965,50.22100067138672,3.171839952468872
LFQP,2196,45,06,57,0,24,237,0,48.76089859008789,7.187990188598633,48.77149963378906,7.213119983673096
LFQQ,2825,45,08,78,0,26,258,280,50.56290054321289,3.083009958267212,50.56850051879883,3.122230052947998
LFRB,3100,45,07R,71,0,25L,251,300,48.44340133666992,-4.438350200653076,48.452301025390625,-4.398690223693848
LFRC,2440,45,10,101,0,28,281,0,49.652198791503906,-1.4868600368499756,49.648101806640625,-1.453660011291504
LFRD,2200,45,17,170,0,35,350,0,48.59809875488281,-2.0826799869537354,48.5786018371582,-2.0775599479675293
LFRG,2550,45,12,117,450,30,297,420,49.37049865722656,0.138714000582695,49.36009979248047,0.1699330061674118
LFRH,2403,45,07,72,0,25,252,173,47.75630187988281,-3.45917010307312,47.76300048828125,-3.428730010986328
LFRJ,2700,45,07,73,0,25,253,0,48.52669906616211,-4.169169902801514,48.533599853515625,-4.134170055389404
LFRK,1900,45,13,125,300,31,305,0,49.180999755859375,-0.46641701459884644,49.17110061645508,-0.44516900181770325
LFRN,2100,45,10,101,70,28,281,0,48.073699951171875,-1.7460999488830566,48.0702018737793,-1.7183899879455566
LFRQ,2150,45,09,94,105,27,274,0,47.97570037841797,-4.18533992767334,47.9744987487793,-4.156599998474121
LFRS,2900,45,03,28,0,21,208,212,47.1416015625,-1.6195399761199951,47.164798736572266,-1.6018999814987183
LFRT,2200,45,06,59,0,24,239,0,48.53310012817383,-2.867379903793335,48.543399810791016,-2.8418400287628174
LFRZ,2400,45,07,73,0,25,253,0,47.30910110473633,-2.1644299030303955,47.31529998779297,-2.133929967880249
LFSB,3900,60,15,155,0,33,335,0,47.617698669433594,7.5098700523376465,47.585899353027344,7.5319600105285645
LFSC,2430,45,01,14,0,19,194,0,47.911399841308594,7.395679950714111,47.93259811401367,7.403659820556641
LFSD,2400,45,18,175,0,36,355,0,47.2765998840332,5.093589782714844,47.25510025024414,5.096370220184326
LFSF,2400,45,01,10,0,19,190,0,49.06169891357422,6.129970073699951,49.08290100097656,6.135550022125244
LFSG,2700,45,08,85,0,26,265,258,48.324100494384766,6.051819801330566,48.32619857788086,6.088099956512451
LFSI,2412,45,11,113,0,29,293,0,48.64030075073242,4.884359836578369,48.63180160522461,4.914470195770264
LFSL,2100,45,11,115,0,29,295,0,45.04399871826172,1.4722399711608887,45.03620147705078,1.4965200424194336
LFSO,2401,45,02,19,0,20,199,0,48.573001861572266,5.949090003967285,48.59339904785156,5.959949970245361
LFSR,2482,48,07,68,0,25,248,0,49.30569839477539,4.034339904785156,49.314300537109375,4.065919876098633
LFST,2400,45,05,49,0,23,229,0,48.53120040893555,7.616030216217041,48.5453987121582,7.640439987182617
LFSX,2315,36,04,38,0,22,218,0,47.777198791503906,6.3571600914001465,47.793701171875,6.376220226287842
LFSX,2433,45,11,113,0,29,293,0,47.79159927368164,6.334539890289307,47.78300094604492,6.364409923553467
LFTH,2120,45,05,51,220,23,231,0,43.09450149536133,6.141119956970215,43.10639953613281,6.16146993637085
LFTH,1902,50,13,135,290,31,315,110,43.10179901123047,6.139939785003662,43.089698791503906,6.156429767608643
LFTO,3000,45,06,-1,0,24,-1,0,41.1755,40.832,41.18417,40.86583
LFTW,2440,45,18,177,0,36,357,0,43.76839828491211,4.415559768676758,43.74639892578125,4.417140007019043
LFVP,1798,46,08,59,0,26,239,0,46.758399963378906,-56.18560028076172,46.76689910888672,-56.16550064086914
LGAD,3139,45,16,165,0,34,345,0,37.93429946899414,21.287799835205078,37.907100677490234,21.297300338745117
LGAL,2582,45,07,73,0,25,253,0,40.852500915527344,25.941699981689453,40.85919952392578,25.970800399780273
LGAV,3800,45,03L,37,300,21R,217,300,37.92100143432617,23.919200897216797,37.94850158691406,23.94499969482422
LGAV,4000,45,03R,37,300,21L,217,300,37.923500061035156,23.943300247192383,37.95240020751953,23.970399856567383
LGBL,2759,45,08,81,0,26,261,0,39.21760177612305,22.77869987487793,39.22129821777344,22.810300827026367
LGEL,2739,40,18,180,0,36,360,60,38.07619857788086,23.555999755859375,38.051700592041016,23.556100845336914
LGIO,2400,45,14,142,0,32,322,120,39.70500183105469,20.813899993896484,39.6880989074707,20.831100463867188
LGIR,2682,45,09,95,477,27,275,0,35.340999603271484,25.16119956970215,35.3390007019043,25.190500259399414
LGKA,2698,45,12,122,182,30,302,0,40.45243453979492,21.269939422607422,40.439430236816406,21.294227600097656
LGKF,2436,45,14,146,0,32,326,278,38.12919998168945,20.492799758911133,38.111000061035156,20.50819969177246
LGKL,2703,45,17R,169,73,35L,349,76,37.0807991027832,22.022600173950195,37.05580139160156,22.028400421142578
LGKO,2390,45,14,148,0,32,328,0,36.8036003112793,27.083599090576172,36.78519821166992,27.097900390625
LGKR,2375,45,16,169,411,34,349,65,39.612300872802734,19.90920066833496,39.59130096435547,19.914600372314453
LGKV,3000,45,05,55,0,23,235,0,40.90629959106445,24.604999542236328,40.92169952392578,24.634300231933594
LGLM,3016,45,04R,43,0,22L,223,0,39.90719985961914,25.224300384521484,39.92689895629883,25.24839973449707
LGMT,2406,45,14,148,82,32,328,535,39.07500076293945,26.58449935913086,39.05670166015625,26.59939956665039
LGPZ,2871,45,07L,68,0,25R,248,150,38.92060089111328,20.75,38.930301666259766,20.78059959411621
LGRP,3306,45,06,70,0,24,250,0,36.400299072265625,28.068899154663086,36.410499572753906,28.103500366210938
LGRX,3352,45,18R,183,199,36L,3,204,38.16619873046875,21.42650032043457,38.13600158691406,21.42460060119629
LGSA,3347,45,11,111,0,29,291,0,35.53710174560547,24.134000778198242,35.526100158691406,24.168399810791016
LGSM,2044,45,09,94,70,27,274,0,37.689701080322266,26.899599075317383,37.68840026855469,26.922700881958008
LGST,2074,45,05,50,0,23,230,0,35.210201263427734,26.092500686645508,35.22209930419922,26.110000610351562
LGTG,2990,45,10,105,150,28,285,0,38.343299865722656,23.54840087890625,38.33639907836914,23.581499099731445
LGTL,2991,45,02,20,296,20,200,291,35.179298400878906,25.321500778198242,35.2047004699707,25.332500457763672
LGTS,3440,50,10,104,0,28,284,0,40.52199935913086,22.9591007232666,40.516700744628906,22.98699951171875
LGTS,2410,60,16,166,0,34,346,0,40.53030014038086,22.967599868774414,40.50920104980469,22.97439956665039
LGZA,2228,45,16,163,195,34,343,201,37.760501861572266,20.88050079345703,37.7411994934082,20.887800216674805
LHBP,3707,45,13L,132,0,31R,312,0,47.44540023803711,19.25749969482422,47.42300033569336,19.293899536132812
LHBP,3010,45,13R,132,0,31L,312,0,47.448699951171875,19.220800399780273,47.43050003051758,19.250200271606445
LHDC,2498,40,04R,48,0,22L,228,298,47.48139953613281,21.60300064086914,47.49639892578125,21.627599716186523
LHKE,2499,60,12,123,0,30,303,0,46.92359924316406,19.73550033569336,46.911399841308594,19.76300048828125
LHSA,2000,60,16,159,0,34,339,0,47.08620071411133,17.96380043029785,47.06949996948242,17.973100662231445
LHSM,2500,60,16,165,0,34,345,0,46.69729995727539,17.15489959716797,46.675498962402344,17.16320037841797
LHSN,2000,70,02,21,0,20,201,0,47.114498138427734,20.23080062866211,47.13130187988281,20.24020004272461
LIBA,2660,44,11,114,0,29,294,0,41.54439926147461,15.699299812316895,41.534698486328125,15.728500366210938
LIBC,2000,45,17,169,160,35,349,0,39.006099700927734,17.077899932861328,38.988399505615234,17.082399368286133
LIBD,3000,45,07,67,376,25,247,0,41.13286209106445,16.74062728881836,41.142333984375,16.774084091186523
LIBN,1902,58,14,146,0,32,326,71,40.24589157104492,-1.0,40.232269287109375,18.139080047607422
LIBP,2418,45,04,38,105,22,218,188,42.42279815673828,14.17199993133545,42.439998626708984,14.189900398254395
LIBR,1796,45,05,53,0,23,233,70,40.65230178833008,17.936800003051758,40.662601470947266,17.954299926757812
LIBR,3048,45,13,137,0,31,317,0,40.67219924926758,17.929899215698242,40.65549850463867,17.950300216674805
LIBV,3001,45,14R,141,206,32L,321,87,40.775001525878906,16.922199249267578,40.75379943847656,16.944700241088867
LICA,3017,45,10,99,106,28,279,107,38.90700149536133,16.228599548339844,38.90380096435547,16.256000518798828
LICB,2460,45,05,48,0,23,228,0,-1.0,-1.0,-1.0,-1.0
LICC,2435,45,08,84,95,26,264,85,37.465599060058594,15.05270004272461,37.467899322509766,15.080100059509277
LICD,1800,45,08,81,0,26,261,0,35.49660110473633,12.60830020904541,35.499298095703125,12.627900123596191
LICJ,2074,45,02,24,3,20,204,3,38.166099548339844,13.085599899291992,38.18320083618164,13.095199584960938
LICJ,3326,60,07,67,123,25,247,207,38.17430114746094,13.08650016784668,38.18579864501953,13.120800018310547
LICR,1996,45,15,153,256,33,333,50,38.08039855957031,15.645500183105469,38.06549835205078,15.65530014038086
LICT,2698,45,13,128,0,31,308,250,37.918800354003906,12.475799560546875,37.90399932861328,12.500100135803223
LICZ,2462,45,10R,98,105,28L,278,106,37.4031982421875,14.908499717712402,37.400001525878906,14.936100006103516
LIEA,3000,45,02,25,0,20,205,0,40.61980056762695,8.283390045166016,40.64440155029297,8.2981595993042
LIED,2990,45,17L,167,151,35R,347,151,39.367000579833984,8.969940185546875,39.34080123901367,8.977629661560059
LIEE,2803,45,14,138,0,32,318,0,39.260799407958984,9.04347038269043,39.24209976196289,9.065110206604004
LIEO,2745,45,05,53,245,23,233,151,40.892398834228516,9.50568962097168,40.90489959716797,9.529569625854492
LIMC,3920,60,17L,170,943,35R,350,0,45.65039825439453,8.728409767150879,45.615699768066406,8.737500190734863
LIMC,3920,60,17R,170,0,35L,350,405,45.64550018310547,8.718729972839355,45.610801696777344,8.72780990600586
LIME,2874,45,10,105,95,28,285,130,45.671036,9.689789,45.66441,9.725433
LIMF,3300,60,18,183,725,36,3,350,45.215599060058594,7.650569915771484,45.1859016418457,7.648690223693848
LIMJ,2915,45,10,105,0,28,285,161,44.415401458740234,8.824190139770508,44.40850067138672,8.859580039978027
LIML,2440,60,18,176,0,36,356,0,45.456199645996094,9.275870323181152,45.43429946899414,9.278229713439941
LIMP,2122,45,02,17,214,20,197,182,44.81769943237305,10.293100357055664,44.835899353027344,10.30109977722168
LIMS,2996,45,12,118,258,30,298,266,44.920799255371094,9.705450057983398,44.90800094604492,9.738800048828125
LIMZ,2104,45,03,32,0,21,212,0,44.53960037231445,7.616189956665039,44.555599212646484,7.6304497718811035
LIPC,3050,45,11,116,119,29,296,115,44.23040008544922,12.29010009765625,44.21820068359375,12.324299812316895
LIPE,2803,45,12,117,307,30,297,362,44.541099548339844,11.272899627685547,44.52980041503906,11.304400444030762
LIPH,2420,44,07,69,77,25,249,119,45.644500732421875,12.179900169372559,45.65230178833008,12.208999633789062
LIPI,2550,44,06,59,0,24,239,0,45.9734992980957,13.035099983215332,45.98529815673828,13.063300132751465
LIPK,2410,45,12,117,0,30,297,0,44.199798583984375,12.056699752807617,44.189701080322266,12.083399772644043
LIPL,2991,45,13,135,247,31,315,247,45.44160079956055,10.254199981689453,45.422698974609375,10.281100273132324
LIPO,2990,45,14,135,300,32,315,195,45.4380989074707,10.317700386047363,45.41910171508789,10.344799995422363
LIPQ,3000,45,09,90,200,27,270,0,45.827999114990234,13.447400093078613,45.82780075073242,13.486000061035156
LIPR,2996,45,13,128,314,31,308,307,44.028499603271484,12.597000122070312,44.012001037597656,12.626500129699707
LIPS,2992,32,08,82,291,26,262,290,45.68259811401367,12.06820011138916,45.68629837036133,12.106200218200684
LIPX,3068,45,04,46,58,22,226,410,45.387298583984375,10.876299858093262,45.40660095214844,10.904500007629395
LIPY,2962,45,04,45,195,22,225,150,43.60689926147461,13.34939956665039,43.62580108642578,13.375300407409668
LIPZ,2780,45,04L,42,94,22R,222,0,45.495201110839844,12.335599899291992,45.51369857788086,12.359399795532227
LIPZ,3300,45,04R,42,0,22L,222,0,45.49409866333008,12.337699890136719,45.51620101928711,12.366000175476074
LIRA,2202,45,15,152,0,33,332,0,41.808101654052734,12.588800430297852,41.790401458740234,12.60099983215332
LIRF,3307,45,07,70,416,25,250,0,41.79930114746094,12.232099533081055,41.809600830078125,12.269499778747559
LIRF,3902,60,16L,163,0,34R,343,0,41.84600067138672,12.261500358581543,41.812400817871094,12.275500297546387
LIRF,3902,60,16R,163,0,34L,343,321,41.81549835205078,12.226400375366211,41.78200149536133,12.240400314331055
LIRN,2628,45,06,58,399,24,238,190,40.879798889160156,14.27750015258789,40.89229965209961,14.303999900817871
LIRP,2792,43,04L,37,298,22R,217,0,43.67380142211914,10.38070011138916,43.694000244140625,10.40149974822998
LIRP,2993,45,04R,37,149,22L,217,257,43.673099517822266,10.383199691772461,43.69459915161133,10.405500411987305
LIRS,2994,45,03,31,97,21,211,0,42.7494010925293,11.061200141906738,42.772499084472656,11.079999923706055
LIRZ,2199,45,01,14,100,19,194,62,43.0885124206543,12.510642051696777,43.10768508911133,12.517327308654785
LJLJ,3300,45,12,126,0,30,306,0,46.23249816894531,14.440400123596191,46.214900970458984,14.474800109863281
LJMB,2500,45,14,146,0,32,326,0,46.489200592041016,15.67710018157959,46.47060012817383,15.695199966430664
LKCV,2400,60,13,137,0,31,317,0,49.947601318359375,15.370499610900879,49.93170166015625,15.393199920654297
LKHK,2400,57,15L,151,0,33R,331,0,50.26300048828125,15.837900161743164,50.24340057373047,15.852299690246582
LKKB,2000,45,06,62,0,24,242,0,50.1171989440918,14.531299591064453,50.1254997253418,14.555999755859375
LKMT,3500,63,04,46,0,22,226,0,49.685298919677734,18.09320068359375,49.70709991455078,18.128400802612305
LKNA,2400,45,12,129,0,30,309,0,49.17304611206055,16.111652374267578,49.15937042236328,16.13710594177246
LKPD,2500,75,09,93,0,27,273,0,50.013999938964844,15.721199989318848,50.012901306152344,15.756099700927734
LKPO,2476,60,06,66,0,24,246,0,49.4213981628418,17.389299392700195,49.43040084838867,17.420499801635742
LKPR,3715,45,06,65,0,24,245,0,50.10179901123047,14.226300239562988,50.11600112915039,14.27340030670166
LKPR,3250,45,12,127,0,30,307,0,50.108001708984375,14.245400428771973,50.09049987792969,14.281700134277344
LKTB,2650,60,09,94,0,27,274,0,49.15290069580078,16.675899505615234,49.14979934692383,16.71190071105957
LKVO,2500,45,10,105,0,28,285,0,50.21957015991211,14.378626823425293,50.21379852294922,14.412500381469727
LLBG,2772,60,03,29,0,21,209,0,31.9962158203125,34.88608169555664,32.018123626708984,34.90022659301758
LLBG,4062,45,08,80,0,26,260,600,32.01300048828125,34.86040115356445,32.01890182495117,34.89860153198242
LLBG,3112,45,12,121,0,30,301,75,32.01470184326172,34.86579895019531,31.999900817871094,34.89419937133789
LLEK,2387,46,15L,151,0,33R,331,0,31.84760093688965,34.826499938964844,31.828699111938477,34.83890151977539
LLEK,2388,46,15R,151,0,33L,331,0,31.847200393676758,34.820701599121094,31.82830047607422,34.833099365234375
LLEK,2402,46,18,184,0,36,4,0,31.846900939941406,34.81850051879883,31.825199127197266,34.817298889160156
LLHS,2409,46,05,53,0,23,233,0,31.754199981689453,34.7150993347168,31.76689910888672,34.735801696777344
LLHS,2440,35,11L,112,0,29R,292,0,31.765499114990234,34.721500396728516,31.757400512695312,34.745601654052734
LLNV,3350,45,08C,77,0,26C,257,0,31.20439910888672,34.99509811401367,31.211299896240234,35.029300689697266
LLNV,2600,45,08L,77,0,26R,257,0,31.207500457763672,34.99420166015625,31.212799072265625,35.02080154418945
LLOV,2600,45,02L,22,150,20R,202,150,29.93000030517578,34.929100036621094,29.95170021057129,34.93920135498047
LLOV,3000,45,02R,22,150,20L,202,150,29.927200317382812,34.93170166015625,29.952199935913086,34.94329833984375
LLRD,2606,44,09,86,0,27,266,0,32.66590118408203,35.163700103759766,32.667701721191406,35.19139862060547
LLRD,2431,35,11,108,0,29,288,0,32.662899017333984,35.16270065307617,32.65620040893555,35.187400817871094
LLRD,2406,46,15,145,0,33,325,0,32.67559814453125,35.17689895629883,32.65800094604492,35.19179916381836
LLRM,2700,45,07L,67,0,25R,247,0,30.7726993560791,34.65299987792969,30.78230094909668,34.67900085449219
LLRM,3010,45,07R,66,0,25L,246,0,30.76919937133789,34.653099060058594,30.780000686645508,34.68190002441406
LMML,2377,45,05,56,0,23,236,0,35.84749984741211,14.460100173950195,35.859901428222656,14.481499671936035
LMML,3544,60,13,135,0,31,315,189,35.85639953613281,14.478799819946289,35.833900451660156,14.506799697875977
LOWG,3000,45,16C,164,260,34C,344,0,47.00429916381836,15.435999870300293,46.97779846191406,15.443300247192383
LOWI,2000,45,08,81,103,26,261,0,47.2588005065918,11.330900192260742,47.261600494384766,11.357000350952148
LOWK,2720,45,10L,106,200,28R,286,0,46.64590072631836,14.320699691772461,46.63909912109375,14.3548002243042
LOWL,3000,60,08,87,250,26,267,150,48.23249816894531,14.167400360107422,48.2338981628418,14.2076997756958
LOWS,2750,45,15,157,298,33,337,240,47.80562973022461,12.99618911743164,47.78205871582031,13.011089324951172
LOWW,3500,45,11,116,0,29,296,0,48.122798919677734,16.53339958190918,48.10900115966797,16.575599670410156
LOWW,3600,45,16,164,0,34,344,0,48.11980056762695,16.57819938659668,48.088600158691406,16.591299057006836
LOXZ,2750,60,08R,81,150,26L,261,150,47.20069885253906,14.726499557495117,47.20479965209961,14.76200008392334
LPAR,2990,45,04,33,250,22,213,240,38.87179946899414,-9.039230346679688,38.894500732421875,-9.020660400390625
LPAZ,3048,60,18,171,0,36,351,0,36.98500061035156,-25.17329978942871,36.957801818847656,-25.16790008544922
LPBJ,3450,60,01L,6,0,19R,186,0,38.06340026855469,-7.934430122375488,38.094398498535156,-7.930369853973389
LPFR,2490,45,10,100,45,28,280,45,37.01729965209961,-7.986090183258057,37.01340103149414,-7.958559989929199
LPLA,3313,60,15,141,0,33,321,0,38.7760009765625,-27.105600357055664,38.752899169921875,-27.08139991760254
LPMA,2777,45,05,45,146,23,225,149,32.68899917602539,-16.784799575805664,32.7067985534668,-16.763999938964844
